state,city,variable,year,value
TX,Dallas,Assets-to-Liabilities,2012,1.897772047
TX,Dallas,Assets-to-Liabilities,2013,1.898477014
TX,Dallas,Assets-to-Liabilities,2014,1.906990413
TX,Dallas,Assets-to-Liabilities,2015,1.048828227
TX,Dallas,Assets-to-Liabilities,2016,0.9909978995
TX,Dallas,Assets-to-Liabilities,2017,0.9671070073
TX,Dallas,Assets-to-Liabilities,2018,1.071767805
TX,Dallas,Assets-to-Liabilities,2019,1.048307579
TX,Dallas,Assets-to-Liabilities,2020,1.081890001
TX,Dallas,Assets-to-Liabilities,2021,1.140944521
TX,Dallas,Assets-to-Liabilities,2022,1.202788007
TX,Dallas,Assets-to-Liabilities,2023,1.22673258
TX,Dallas,Assets-to-Liabilities,2024,1.262626977
TX,Dallas,Net Debt-to-Total Revenues,2009,1.32831019
TX,Dallas,Net Debt-to-Total Revenues,2010,1.212305439
TX,Dallas,Net Debt-to-Total Revenues,2011,1.423741623
TX,Dallas,Net Debt-to-Total Revenues,2012,1.565475538
TX,Dallas,Net Debt-to-Total Revenues,2013,1.600084304
TX,Dallas,Net Debt-to-Total Revenues,2014,1.641151612
TX,Dallas,Net Debt-to-Total Revenues,2015,3.998246924
TX,Dallas,Net Debt-to-Total Revenues,2016,5.164555591
TX,Dallas,Net Debt-to-Total Revenues,2017,4.802522173
TX,Dallas,Net Debt-to-Total Revenues,2018,3.804615124
TX,Dallas,Net Debt-to-Total Revenues,2019,4.022511799
TX,Dallas,Net Debt-to-Total Revenues,2020,3.61636272
TX,Dallas,Net Debt-to-Total Revenues,2021,3.349873846
TX,Dallas,Net Debt-to-Total Revenues,2022,2.863188497
TX,Dallas,Net Debt-to-Total Revenues,2023,2.800330713
TX,Dallas,Net Debt-to-Total Revenues,2024,2.345240159
TX,Dallas,Interest-to-Total Revenues,2009,0.04466227656
TX,Dallas,Interest-to-Total Revenues,2010,0.03761762497
TX,Dallas,Interest-to-Total Revenues,2011,0.04741968923
TX,Dallas,Interest-to-Total Revenues,2012,0.03888453141
TX,Dallas,Interest-to-Total Revenues,2013,0.03247549663
TX,Dallas,Interest-to-Total Revenues,2014,0.03203598393
TX,Dallas,Interest-to-Total Revenues,2015,0.02540037113
TX,Dallas,Interest-to-Total Revenues,2016,0.03051643281
TX,Dallas,Interest-to-Total Revenues,2017,0.02521602343
TX,Dallas,Interest-to-Total Revenues,2018,0.02364969296
TX,Dallas,Interest-to-Total Revenues,2019,0.02513594497
TX,Dallas,Interest-to-Total Revenues,2020,0.02418245009
TX,Dallas,Interest-to-Total Revenues,2021,0.0170875037
TX,Dallas,Interest-to-Total Revenues,2022,0.01906954354
TX,Dallas,Interest-to-Total Revenues,2023,0.01758072421
TX,Dallas,Interest-to-Total Revenues,2024,0.02339879383
TX,Dallas,Net Book-to-Cost of TCA,2009,0.6852622353
TX,Dallas,Net Book-to-Cost of TCA,2010,0.6888272496
TX,Dallas,Net Book-to-Cost of TCA,2011,0.688650504
TX,Dallas,Net Book-to-Cost of TCA,2012,0.6878750719
TX,Dallas,Net Book-to-Cost of TCA,2013,0.6899723628
TX,Dallas,Net Book-to-Cost of TCA,2014,0.6870498241
TX,Dallas,Net Book-to-Cost of TCA,2015,0.683064359
TX,Dallas,Net Book-to-Cost of TCA,2016,0.6814522894
TX,Dallas,Net Book-to-Cost of TCA,2017,0.6757574488
TX,Dallas,Net Book-to-Cost of TCA,2018,0.6713881926
TX,Dallas,Net Book-to-Cost of TCA,2019,0.6670130072
TX,Dallas,Net Book-to-Cost of TCA,2020,0.660915992
TX,Dallas,Net Book-to-Cost of TCA,2021,0.6619924973
TX,Dallas,Net Book-to-Cost of TCA,2022,0.657201964
TX,Dallas,Net Book-to-Cost of TCA,2023,0.6489988989
TX,Dallas,Net Book-to-Cost of TCA,2024,0.6450761819
TX,Dallas,Govt Transfers-to-Total Revenues,2009,0.05277743114
TX,Dallas,Govt Transfers-to-Total Revenues,2010,0.1977300695
TX,Dallas,Govt Transfers-to-Total Revenues,2011,0.08299683434
TX,Dallas,Govt Transfers-to-Total Revenues,2012,0.06978898733
TX,Dallas,Govt Transfers-to-Total Revenues,2013,0.07692341363
TX,Dallas,Govt Transfers-to-Total Revenues,2014,0.07629743113
TX,Dallas,Govt Transfers-to-Total Revenues,2015,0.06562897607
TX,Dallas,Govt Transfers-to-Total Revenues,2016,0.05670646617
TX,Dallas,Govt Transfers-to-Total Revenues,2017,0.05954607875
TX,Dallas,Govt Transfers-to-Total Revenues,2018,0.05564149537
TX,Dallas,Govt Transfers-to-Total Revenues,2019,0.05979873612
TX,Dallas,Govt Transfers-to-Total Revenues,2020,0.09560282805
TX,Dallas,Govt Transfers-to-Total Revenues,2021,0.1108135892
TX,Dallas,Govt Transfers-to-Total Revenues,2022,0.088615812
TX,Dallas,Govt Transfers-to-Total Revenues,2023,0.09186234704
TX,Dallas,Govt Transfers-to-Total Revenues,2024,0.1174713803
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2009,-2778186.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2010,-2926926.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2011,-3163057.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2012,-3414980.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2013,-3655527.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2014,-3848942.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2015,-9980360.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2016,-13689703.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2017,-13460610.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2018,-11372649.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2019,-12502204.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2020,-11507183.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2021,-11525720.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2022,-10479791.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2023,-11564985.0
TX,Dallas,[HIDDEN] Net Financial Position rounded to $1000 for chart,2024,-10797481.0
UT,Cottonwood_Heights,Current Assets,2009,11515031.0
UT,Cottonwood_Heights,Current Assets,2010,11381551.0
UT,Cottonwood_Heights,Current Assets,2011,10733280.0
UT,Cottonwood_Heights,Current Assets,2012,9252872.0
UT,Cottonwood_Heights,Current Assets,2013,8815212.0
UT,Cottonwood_Heights,Current Assets,2014,7547692.0
UT,Cottonwood_Heights,Current Assets,2015,19672850.0
UT,Cottonwood_Heights,Current Assets,2016,10783815.0
UT,Cottonwood_Heights,Current Assets,2017,8887628.0
UT,Cottonwood_Heights,Current Assets,2018,9590820.0
UT,Cottonwood_Heights,Current Assets,2019,11788381.0
UT,Cottonwood_Heights,Current Assets,2020,13069513.0
UT,Cottonwood_Heights,Current Assets,2021,16008037.0
UT,Cottonwood_Heights,Current Assets,2022,41956720.0
UT,Cottonwood_Heights,Current Assets,2023,41073823.0
UT,Cottonwood_Heights,Current Assets,2024,32866068.0
UT,Cottonwood_Heights,Capital Assets,2009,46658405.0
UT,Cottonwood_Heights,Capital Assets,2010,45496093.0
UT,Cottonwood_Heights,Capital Assets,2011,50381615.0
UT,Cottonwood_Heights,Capital Assets,2012,50663924.0
UT,Cottonwood_Heights,Capital Assets,2013,48358186.0
UT,Cottonwood_Heights,Capital Assets,2014,50573515.0
UT,Cottonwood_Heights,Capital Assets,2015,51067783.0
UT,Cottonwood_Heights,Capital Assets,2016,59363624.0
UT,Cottonwood_Heights,Capital Assets,2017,66968815.0
UT,Cottonwood_Heights,Capital Assets,2018,65482103.0
UT,Cottonwood_Heights,Capital Assets,2019,64845203.0
UT,Cottonwood_Heights,Capital Assets,2020,62469555.0
UT,Cottonwood_Heights,Capital Assets,2021,62519716.0
UT,Cottonwood_Heights,Capital Assets,2022,62607266.0
UT,Cottonwood_Heights,Capital Assets,2023,82289825.0
UT,Cottonwood_Heights,Capital Assets,2024,91270156.0
UT,Cottonwood_Heights,Total Assets,2009,58173436.0
UT,Cottonwood_Heights,Total Assets,2010,56877644.0
UT,Cottonwood_Heights,Total Assets,2011,61114895.0
UT,Cottonwood_Heights,Total Assets,2012,59916796.0
UT,Cottonwood_Heights,Total Assets,2013,57173398.0
UT,Cottonwood_Heights,Total Assets,2014,58121207.0
UT,Cottonwood_Heights,Total Assets,2015,70740633.0
UT,Cottonwood_Heights,Total Assets,2016,70147439.0
UT,Cottonwood_Heights,Total Assets,2017,75856443.0
UT,Cottonwood_Heights,Total Assets,2018,75072923.0
UT,Cottonwood_Heights,Total Assets,2019,76633584.0
UT,Cottonwood_Heights,Total Assets,2020,75539068.0
UT,Cottonwood_Heights,Total Assets,2021,78527753.0
UT,Cottonwood_Heights,Total Assets,2022,104563986.0
UT,Cottonwood_Heights,Total Assets,2023,123363648.0
UT,Cottonwood_Heights,Total Assets,2024,124136224.0
UT,Cottonwood_Heights,Deferred outflows,2015,467108.0
UT,Cottonwood_Heights,Deferred outflows,2016,1411466.0
UT,Cottonwood_Heights,Deferred outflows,2017,2247994.0
UT,Cottonwood_Heights,Deferred outflows,2018,2569058.0
UT,Cottonwood_Heights,Deferred outflows,2019,2533174.0
UT,Cottonwood_Heights,Deferred outflows,2020,1560438.0
UT,Cottonwood_Heights,Deferred outflows,2021,1614668.0
UT,Cottonwood_Heights,Deferred outflows,2022,1577468.0
UT,Cottonwood_Heights,Deferred outflows,2023,1848617.0
UT,Cottonwood_Heights,Deferred outflows,2024,2526612.0
UT,Cottonwood_Heights,Liabilities,2009,2477435.0
UT,Cottonwood_Heights,Liabilities,2010,2132876.0
UT,Cottonwood_Heights,Liabilities,2011,2079292.0
UT,Cottonwood_Heights,Liabilities,2012,2453929.0
UT,Cottonwood_Heights,Liabilities,2013,2147594.0
UT,Cottonwood_Heights,Liabilities,2014,2801949.0
UT,Cottonwood_Heights,Liabilities,2015,19160159.0
UT,Cottonwood_Heights,Liabilities,2016,19826922.0
UT,Cottonwood_Heights,Liabilities,2017,26352244.0
UT,Cottonwood_Heights,Liabilities,2018,25162064.0
UT,Cottonwood_Heights,Liabilities,2019,26162064.0
UT,Cottonwood_Heights,Liabilities,2020,22966637.0
UT,Cottonwood_Heights,Liabilities,2021,22067878.0
UT,Cottonwood_Heights,Liabilities,2022,42569016.0
UT,Cottonwood_Heights,Liabilities,2023,56879883.0
UT,Cottonwood_Heights,Liabilities,2024,57431743.0
UT,Cottonwood_Heights,Deferred inflows,2010,713838.0
UT,Cottonwood_Heights,Deferred inflows,2011,784665.0
UT,Cottonwood_Heights,Deferred inflows,2012,869635.0
UT,Cottonwood_Heights,Deferred inflows,2013,662395.0
UT,Cottonwood_Heights,Deferred inflows,2014,606324.0
UT,Cottonwood_Heights,Deferred inflows,2015,762487.0
UT,Cottonwood_Heights,Deferred inflows,2016,746476.0
UT,Cottonwood_Heights,Deferred inflows,2017,889209.0
UT,Cottonwood_Heights,Deferred inflows,2018,1712256.0
UT,Cottonwood_Heights,Deferred inflows,2019,677522.0
UT,Cottonwood_Heights,Deferred inflows,2020,1351815.0
UT,Cottonwood_Heights,Deferred inflows,2021,2143146.0
UT,Cottonwood_Heights,Deferred inflows,2022,3826183.0
UT,Cottonwood_Heights,Deferred inflows,2023,621139.0
UT,Cottonwood_Heights,Deferred inflows,2024,466980.0
UT,Cottonwood_Heights,Total liabilities,2009,2477435.0
UT,Cottonwood_Heights,Total liabilities,2010,2846714.0
UT,Cottonwood_Heights,Total liabilities,2011,2863957.0
UT,Cottonwood_Heights,Total liabilities,2012,3323564.0
UT,Cottonwood_Heights,Total liabilities,2013,2809989.0
UT,Cottonwood_Heights,Total liabilities,2014,3408273.0
UT,Cottonwood_Heights,Total liabilities,2015,19922646.0
UT,Cottonwood_Heights,Total liabilities,2016,20573398.0
UT,Cottonwood_Heights,Total liabilities,2017,27241453.0
UT,Cottonwood_Heights,Total liabilities,2018,26874320.0
UT,Cottonwood_Heights,Total liabilities,2019,26839586.0
UT,Cottonwood_Heights,Total liabilities,2020,24318452.0
UT,Cottonwood_Heights,Total liabilities,2021,24211024.0
UT,Cottonwood_Heights,Total liabilities,2022,46395199.0
UT,Cottonwood_Heights,Total liabilities,2023,57501022.0
UT,Cottonwood_Heights,Total liabilities,2024,57898723.0
UT,Cottonwood_Heights,Net position,2009,55696001.0
UT,Cottonwood_Heights,Net position,2010,54030930.0
UT,Cottonwood_Heights,Net position,2011,58250938.0
UT,Cottonwood_Heights,Net position,2012,56593232.0
UT,Cottonwood_Heights,Net position,2013,54363409.0
UT,Cottonwood_Heights,Net position,2014,54712934.0
UT,Cottonwood_Heights,Net position,2015,51285095.0
UT,Cottonwood_Heights,Net position,2016,50985507.0
UT,Cottonwood_Heights,Net position,2017,50862984.0
UT,Cottonwood_Heights,Net position,2018,50767661.0
UT,Cottonwood_Heights,Net position,2019,52327172.0
UT,Cottonwood_Heights,Net position,2020,52781054.0
UT,Cottonwood_Heights,Net position,2021,55931397.0
UT,Cottonwood_Heights,Net position,2022,59746255.0
UT,Cottonwood_Heights,Net position,2023,67711243.0
UT,Cottonwood_Heights,Net position,2024,68764113.0
UT,Cottonwood_Heights,Total Revenues,2009,15686023.0
UT,Cottonwood_Heights,Total Revenues,2010,15034869.0
UT,Cottonwood_Heights,Total Revenues,2011,19099813.0
UT,Cottonwood_Heights,Total Revenues,2012,14776311.0
UT,Cottonwood_Heights,Total Revenues,2013,15883597.0
UT,Cottonwood_Heights,Total Revenues,2014,19126212.0
UT,Cottonwood_Heights,Total Revenues,2015,17604217.0
UT,Cottonwood_Heights,Total Revenues,2016,19030379.0
UT,Cottonwood_Heights,Total Revenues,2017,20133899.0
UT,Cottonwood_Heights,Total Revenues,2018,20590199.0
UT,Cottonwood_Heights,Total Revenues,2019,29258552.0
UT,Cottonwood_Heights,Total Revenues,2020,23463044.0
UT,Cottonwood_Heights,Total Revenues,2021,26023240.0
UT,Cottonwood_Heights,Total Revenues,2022,27749265.0
UT,Cottonwood_Heights,Total Revenues,2023,31851951.0
UT,Cottonwood_Heights,Total Revenues,2024,29304431.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2009,1465430.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2010,1500970.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2011,1638949.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2012,1504103.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2013,1611020.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2014,1563158.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2015,1543851.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2016,1709911.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2017,1784554.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2018,1480356.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2019,1417229.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2020,2213878.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2021,2742973.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2022,3907024.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2023,4946695.0
UT,Cottonwood_Heights,Operating Grants & Conributions,2024,2087503.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2009,1025779.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2010,565786.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2011,312815.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2012,25185.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2013,231783.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2014,3484303.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2015,1968067.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2016,836020.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2017,933686.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2018,1410309.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2019,8456439.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2020,1479585.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2021,1933615.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2022,515687.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2023,302488.0
UT,Cottonwood_Heights,Capital Grants & Contributions,2024,237242.0
UT,Cottonwood_Heights,Total Government Transfers,2009,2491209.0
UT,Cottonwood_Heights,Total Government Transfers,2010,2066756.0
UT,Cottonwood_Heights,Total Government Transfers,2011,1951764.0
UT,Cottonwood_Heights,Total Government Transfers,2012,1529288.0
UT,Cottonwood_Heights,Total Government Transfers,2013,1842803.0
UT,Cottonwood_Heights,Total Government Transfers,2014,5047461.0
UT,Cottonwood_Heights,Total Government Transfers,2015,3511918.0
UT,Cottonwood_Heights,Total Government Transfers,2016,2545931.0
UT,Cottonwood_Heights,Total Government Transfers,2017,2718240.0
UT,Cottonwood_Heights,Total Government Transfers,2018,2890665.0
UT,Cottonwood_Heights,Total Government Transfers,2019,9873668.0
UT,Cottonwood_Heights,Total Government Transfers,2020,3693463.0
UT,Cottonwood_Heights,Total Government Transfers,2021,4676588.0
UT,Cottonwood_Heights,Total Government Transfers,2022,4422711.0
UT,Cottonwood_Heights,Total Government Transfers,2023,5249183.0
UT,Cottonwood_Heights,Total Government Transfers,2024,2324745.0
UT,Cottonwood_Heights,Interest Charges,2016,529778.0
UT,Cottonwood_Heights,Interest Charges,2017,683616.0
UT,Cottonwood_Heights,Interest Charges,2018,954272.0
UT,Cottonwood_Heights,Interest Charges,2019,340990.0
UT,Cottonwood_Heights,Interest Charges,2020,685201.0
UT,Cottonwood_Heights,Interest Charges,2021,607188.0
UT,Cottonwood_Heights,Interest Charges,2022,944897.0
UT,Cottonwood_Heights,Interest Charges,2023,1460915.0
UT,Cottonwood_Heights,Interest Charges,2024,2209302.0
UT,Cottonwood_Heights,Net Book TCA,2010,45496093.0
UT,Cottonwood_Heights,Net Book TCA,2011,50381615.0
UT,Cottonwood_Heights,Net Book TCA,2012,50663924.0
UT,Cottonwood_Heights,Net Book TCA,2013,48358186.0
UT,Cottonwood_Heights,Net Book TCA,2014,50573515.0
UT,Cottonwood_Heights,Net Book TCA,2015,51067783.0
UT,Cottonwood_Heights,Net Book TCA,2016,59363632.0
UT,Cottonwood_Heights,Net Book TCA,2017,66968815.0
UT,Cottonwood_Heights,Net Book TCA,2018,65482102.0
UT,Cottonwood_Heights,Net Book TCA,2019,64845201.0
UT,Cottonwood_Heights,Net Book TCA,2020,62469554.0
UT,Cottonwood_Heights,Net Book TCA,2021,62519716.0
UT,Cottonwood_Heights,Net Book TCA,2022,62607265.0
UT,Cottonwood_Heights,Net Book TCA,2023,82289826.0
UT,Cottonwood_Heights,Net Book TCA,2024,91270156.0
UT,Cottonwood_Heights,Govt assets not depreciated,2014,30782556.0
UT,Cottonwood_Heights,Govt assets not depreciated,2015,30897551.0
UT,Cottonwood_Heights,Govt assets not depreciated,2016,30897552.0
UT,Cottonwood_Heights,Govt assets not depreciated,2017,32632443.0
UT,Cottonwood_Heights,Govt assets not depreciated,2018,33135865.0
UT,Cottonwood_Heights,Govt assets not depreciated,2019,33224621.0
UT,Cottonwood_Heights,Govt assets not depreciated,2020,33224621.0
UT,Cottonwood_Heights,Govt assets not depreciated,2021,33224621.0
UT,Cottonwood_Heights,Govt assets not depreciated,2022,33224621.0
UT,Cottonwood_Heights,Govt assets not depreciated,2023,42850431.0
UT,Cottonwood_Heights,Govt assets not depreciated,2024,42850431.0
UT,Cottonwood_Heights,Govt assets being depreciated,2014,46118670.0
UT,Cottonwood_Heights,Govt assets being depreciated,2015,49110403.0
UT,Cottonwood_Heights,Govt assets being depreciated,2016,60607418.0
UT,Cottonwood_Heights,Govt assets being depreciated,2017,68180430.0
UT,Cottonwood_Heights,Govt assets being depreciated,2018,69731012.0
UT,Cottonwood_Heights,Govt assets being depreciated,2019,71166668.0
UT,Cottonwood_Heights,Govt assets being depreciated,2020,72088267.0
UT,Cottonwood_Heights,Govt assets being depreciated,2021,73223024.0
UT,Cottonwood_Heights,Govt assets being depreciated,2022,75745117.0
UT,Cottonwood_Heights,Govt assets being depreciated,2023,87324424.0
UT,Cottonwood_Heights,Govt assets being depreciated,2024,100725924.0
UT,Cottonwood_Heights,Total Cost of TCA,2009,0.0
UT,Cottonwood_Heights,Total Cost of TCA,2010,0.0
UT,Cottonwood_Heights,Total Cost of TCA,2011,0.0
UT,Cottonwood_Heights,Total Cost of TCA,2012,0.0
UT,Cottonwood_Heights,Total Cost of TCA,2013,0.0
UT,Cottonwood_Heights,Total Cost of TCA,2014,76901226.0
UT,Cottonwood_Heights,Total Cost of TCA,2015,80007954.0
UT,Cottonwood_Heights,Total Cost of TCA,2016,91504970.0
UT,Cottonwood_Heights,Total Cost of TCA,2017,100812873.0
UT,Cottonwood_Heights,Total Cost of TCA,2018,102866877.0
UT,Cottonwood_Heights,Total Cost of TCA,2019,104391289.0
UT,Cottonwood_Heights,Total Cost of TCA,2020,105312888.0
UT,Cottonwood_Heights,Total Cost of TCA,2021,106447645.0
UT,Cottonwood_Heights,Total Cost of TCA,2022,108969738.0
UT,Cottonwood_Heights,Total Cost of TCA,2023,130174855.0
UT,Cottonwood_Heights,Total Cost of TCA,2024,143576355.0
UT,Cottonwood_Heights,Net Financial Position,2009,9037596.0
UT,Cottonwood_Heights,Net Financial Position,2010,8534837.0
UT,Cottonwood_Heights,Net Financial Position,2011,7869323.0
UT,Cottonwood_Heights,Net Financial Position,2012,5929308.0
UT,Cottonwood_Heights,Net Financial Position,2013,6005223.0
UT,Cottonwood_Heights,Net Financial Position,2014,4139419.0
UT,Cottonwood_Heights,Net Financial Position,2015,-249796.0
UT,Cottonwood_Heights,Net Financial Position,2016,-9789583.0
UT,Cottonwood_Heights,Net Financial Position,2017,-18353825.0
UT,Cottonwood_Heights,Net Financial Position,2018,-17283500.0
UT,Cottonwood_Heights,Net Financial Position,2019,-15051205.0
UT,Cottonwood_Heights,Net Financial Position,2020,-11248939.0
UT,Cottonwood_Heights,Net Financial Position,2021,-8202987.0
UT,Cottonwood_Heights,Net Financial Position,2022,-4438479.0
UT,Cottonwood_Heights,Net Financial Position,2023,-16427199.0
UT,Cottonwood_Heights,Net Financial Position,2024,-25032655.0
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2009,4.647964931
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2010,3.998136448
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2011,3.747709899
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2012,2.784021009
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2013,3.137098401
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2014,2.214520961
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2015,0.9874617056
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2016,0.5241630478
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2017,0.3262538162
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2018,0.3568767507
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2019,0.439216201
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2020,0.5374319467
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2021,0.6611879365
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2022,0.9043332264
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2023,0.7143146604
UT,Cottonwood_Heights,Financial Assets-to-Liabilities,2024,0.5676475455
UT,Cottonwood_Heights,Assets-to-Liabilities,2009,23.48131677
UT,Cottonwood_Heights,Assets-to-Liabilities,2010,19.98010478
UT,Cottonwood_Heights,Assets-to-Liabilities,2011,21.33932004
UT,Cottonwood_Heights,Assets-to-Liabilities,2012,18.0278749
UT,Cottonwood_Heights,Assets-to-Liabilities,2013,20.34648463
UT,Cottonwood_Heights,Assets-to-Liabilities,2014,17.05297874
UT,Cottonwood_Heights,Assets-to-Liabilities,2015,3.574211026
UT,Cottonwood_Heights,Assets-to-Liabilities,2016,3.47822489
UT,Cottonwood_Heights,Assets-to-Liabilities,2017,2.867117147
UT,Cottonwood_Heights,Assets-to-Liabilities,2018,2.889077045
UT,Cottonwood_Heights,Assets-to-Liabilities,2019,2.949626645
UT,Cottonwood_Heights,Assets-to-Liabilities,2020,3.170411752
UT,Cottonwood_Heights,Assets-to-Liabilities,2021,3.310162387
UT,Cottonwood_Heights,Assets-to-Liabilities,2022,2.287768051
UT,Cottonwood_Heights,Assets-to-Liabilities,2023,2.177565905
UT,Cottonwood_Heights,Assets-to-Liabilities,2024,2.187661997
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2009,0.0
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2010,0.0
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2011,0.0
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2012,0.0
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2013,0.0
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2014,0.0
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2015,0.0141895547
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2016,0.5144187092
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2017,0.9115882125
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2018,0.8394042233
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2019,0.5144207068
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2020,0.4794322084
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2021,0.3152177438
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2022,0.1599494257
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2023,0.5157360376
UT,Cottonwood_Heights,Net Debt-to-Total Revenues,2024,0.8542276422
UT,Cottonwood_Heights,Interest-to-Total Revenues,2009,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2010,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2011,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2012,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2013,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2014,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2015,0.0
UT,Cottonwood_Heights,Interest-to-Total Revenues,2016,0.02783854173
UT,Cottonwood_Heights,Interest-to-Total Revenues,2017,0.03395348313
UT,Cottonwood_Heights,Interest-to-Total Revenues,2018,0.04634593381
UT,Cottonwood_Heights,Interest-to-Total Revenues,2019,0.01165437032
UT,Cottonwood_Heights,Interest-to-Total Revenues,2020,0.02920341453
UT,Cottonwood_Heights,Interest-to-Total Revenues,2021,0.02333252892
UT,Cottonwood_Heights,Interest-to-Total Revenues,2022,0.03405124424
UT,Cottonwood_Heights,Interest-to-Total Revenues,2023,0.04586579328
UT,Cottonwood_Heights,Interest-to-Total Revenues,2024,0.07539139729
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2009,0.0
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2010,0.0
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2011,0.0
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2012,0.0
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2013,0.0
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2014,0.6576425062
UT,Cottonwood_Heights,Net Book-to-Cost of TCA,2015,0.6382838261
